Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Data Analyst,$108K-$176K (Glassdoor est.),"Data Analyst
Location: San Jose, CA

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",3.0,"Amazon
3.0","San Jose, CA","Dallas, TX",1001 to 5000 employees,2014,Government,IT Services,Information Technology,$100 to $500 million (USD),-1,0,0,108,176,142.0,"Amazon
",CA,0,6,1,0,0,1,0
Data Engineer,$92K-$153K (Glassdoor est.),"Data Engineer
Location: Boston, MA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.1,"Liberty Mutual
3.1","Boston, MA","San Francisco, CA",1001 to 5000 employees,1931,Government,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,92,153,122.5,"Liberty Mutual
",MA,0,89,0,0,0,0,1
Director of Data Science,$24-$45 Per Hour(Glassdoor est.),"Director of Data Science
Location: New York, NY

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.7,"IBM
3.7","New York, NY","Chicago, IL",501 to 1000 employees,1961,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),"Amazon, Takeda",1,0,48,90,69.0,"IBM
",NY,0,59,1,0,0,0,0
Data Scientist,$106K-$167K (Glassdoor est.),"Data Scientist
Location: San Jose, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",3.5,"Pfizer
3.5","San Jose, CA","Goleta, CA",5001 to 10000 employees,1868,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,0,0,106,167,136.5,"Pfizer
",CA,1,152,1,0,0,0,0
Data Analyst,$39K-$65K (Glassdoor est.),"Data Analyst
Location: Dallas, TX

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.2,"MassMutual
3.2","Dallas, TX","Dallas, TX",1 to 50 employees,1923,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),"Reynolds American, Lockheed Martin",0,0,39,65,52.0,"MassMutual
",TX,1,97,0,0,0,0,1
Lead Data Scientist,$140K-$204K (Glassdoor est.),"Lead Data Scientist
Location: San Jose, CA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.9,"KnowBe4
3.9","San Jose, CA","San Francisco, CA",201 to 500 employees,1905,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1,0,0,140,204,172.0,"KnowBe4
",CA,1,115,0,0,0,0,1
Data Scientist,$104K-$163K (Glassdoor est.),"Data Scientist
Location: Cambridge, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, AWS, SQL.",4.6,"Pfizer
4.6","Cambridge, MA","Cambridge, MA",1001 to 5000 employees,1908,Government,Advertising & Marketing,Business Services,$1 to $5 million (USD),"Tecolote Research, Visa",0,0,104,163,133.5,"Pfizer
",MA,1,112,0,0,1,1,0
Lead Data Scientist,$111K-$183K (Glassdoor est.),"Lead Data Scientist
Location: Chicago, IL

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",3.4,"University of Maryland Medical System
3.4","Chicago, IL","Boston, MA",201 to 500 employees,1961,Subsidiary or Business Segment,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,111,183,147.0,"University of Maryland Medical System
",IL,0,59,0,0,0,0,1
Data Analyst,$26-$46 Per Hour(Glassdoor est.),"Data Analyst
Location: Albuquerque, NM

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, Excel, SQL.",3.1,"Visa
3.1","Albuquerque, NM","Albuquerque, NM",501 to 1000 employees,1895,Subsidiary or Business Segment,Internet,Information Technology,$10+ billion (USD),-1,1,0,52,92,72.0,"Visa
",NM,1,125,0,0,0,1,1
Research Scientist,$47K-$88K (Glassdoor est.),"Research Scientist
Location: Richland, WA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.7,"MassMutual
3.7","Richland, WA","Richland, WA",5001 to 10000 employees,1945,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,47,88,67.5,"MassMutual
",WA,1,75,1,0,0,0,1
Senior Data Scientist,$107K-$177K (Glassdoor est.),"Senior Data Scientist
Location: Arlington, VA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",4.2,"CyrusOne
4.2","Arlington, VA","Arlington, VA",5001 to 10000 employees,1991,Government,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,107,177,142.0,"CyrusOne
",VA,1,29,0,0,0,1,0
Data Analyst,$75K-$108K (Glassdoor est.),"Data Analyst
Location: Chicago, IL

We are looking for a data analyst to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",2.8,"Rochester Regional Health
2.8","Chicago, IL","Chicago, IL",1001 to 5000 employees,-1,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$10+ billion (USD),-1,0,0,75,108,91.5,"Rochester Regional Health
",IL,1,-1,0,0,0,0,1
Data Scientist,$83K-$140K (Glassdoor est.),"Data Scientist
Location: Chicago, IL

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",4.7,"Pfizer
4.7","Chicago, IL","Linthicum, MD",1001 to 5000 employees,1883,Nonprofit Organization,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,0,0,83,140,111.5,"Pfizer
",IL,0,137,1,0,0,0,1
Senior Data Scientist,$69K-$110K (Glassdoor est.),"Senior Data Scientist
Location: Boston, MA

We are looking for a senior data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, AWS, SQL.",3.8,"Lockheed Martin
3.8","Boston, MA","Boston, MA",501 to 1000 employees,1852,Company - Private,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Affinity Solutions, IBM",0,0,69,110,89.5,"Lockheed Martin
",MA,1,168,0,0,1,1,0
Lead Data Scientist,$148K-$254K (Glassdoor est.),"Lead Data Scientist
Location: San Francisco, CA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, SQL.",3.5,"Gallup
3.5","San Francisco, CA","San Jose, CA",10000+ employees,1881,Government,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,0,0,148,254,201.0,"Gallup
",CA,1,139,1,0,0,1,0
Research Scientist,$74K-$122K (Glassdoor est.),"Research Scientist
Location: San Jose, CA

We are looking for a research scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, Excel, SQL.",3.3,"Rochester Regional Health
3.3","San Jose, CA","Baltimore, MD",51 to 200 employees,1905,Government,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"CyrusOne, Tecolote Research",0,0,74,122,98.0,"Rochester Regional Health
",CA,0,115,0,0,1,0,1
Data Scientist,$119K-$191K (Glassdoor est.),"Data Scientist
Location: Boston, MA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, SQL.",2.7,"Rochester Regional Health
2.7","Boston, MA","Cambridge, MA",1 to 50 employees,1878,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,119,191,155.0,"Rochester Regional Health
",MA,1,142,1,0,0,0,0
Data Scientist,$114K-$182K (Glassdoor est.),"Data Scientist
Location: Baltimore, MD

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: AWS, SQL.",3.2,"Pfizer
3.2","Baltimore, MD","Linthicum, MD",5001 to 10000 employees,1856,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Blue Cross Blue Shield, KnowBe4",0,0,114,182,148.0,"Pfizer
",MD,1,164,0,0,0,1,0
Data Scientist,$79K-$127K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, SQL.",2.9,"Affinity Solutions
2.9","New York, NY","New York, NY",5001 to 10000 employees,1854,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD),"Rochester Regional Health, Walmart",0,0,79,127,103.0,"Affinity Solutions
",NY,1,166,1,0,1,0,0
Data Scientist,$110K-$182K (Glassdoor est.),"Data Scientist
Location: San Jose, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: SQL, statistics.",4.2,"Blue Cross Blue Shield
4.2","San Jose, CA","San Francisco, CA",1001 to 5000 employees,1856,Other Organization,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,110,182,146.0,"Blue Cross Blue Shield
",CA,1,164,0,0,0,0,0
Data Scientist,$101K-$164K (Glassdoor est.),"Data Scientist
Location: Goleta, CA

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",-1.0,Novartis,"Goleta, CA","Clearwater, FL",501 to 1000 employees,1979,Other Organization,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),"Reynolds American, PNNL",0,0,101,164,132.5,Novartis,CA,0,41,0,0,0,0,1
Data Scientist,$85K-$156K (Glassdoor est.),"Data Scientist
Location: New York, NY

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",5.0,"Logic20/20
5.0","New York, NY","New York, NY",51 to 200 employees,1899,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Rochester Regional Health, Numerator",0,0,85,156,120.5,"Logic20/20
",NY,1,121,0,0,0,0,1
Data Scientist,$107K-$183K (Glassdoor est.),"Data Scientist
Location: Tampa, FL

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Spark, Excel, SQL.",4.0,"Guardian Life
4.0","Tampa, FL","Tampa, FL",51 to 200 employees,1837,Government,Energy,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),-1,0,0,107,183,145.0,"Guardian Life
",FL,1,183,1,0,1,0,1
Data Engineer,$105K-$172K (Glassdoor est.),"Data Engineer
Location: Goleta, CA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.8,"Affinity Solutions
3.8","Goleta, CA","Boston, MA",501 to 1000 employees,1890,Other Organization,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,0,0,105,172,138.5,"Affinity Solutions
",CA,0,130,1,0,0,0,1
Data Engineer,$80K-$150K (Glassdoor est.),"Data Engineer
Location: Seattle, WA

We are looking for a data engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.4,"PNNL
4.4","Seattle, WA","Seattle, WA",51 to 200 employees,1965,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"KnowBe4, Affinity Solutions",0,0,80,150,115.0,"PNNL
",WA,1,55,0,0,0,0,1
Lead Data Scientist,$116K-$209K (Glassdoor est.),"Lead Data Scientist
Location: Goleta, CA

We are looking for a lead data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Excel, SQL.",4.7,"Tecolote Research
4.7","Goleta, CA","Goleta, CA",10000+ employees,1925,Government,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,116,209,162.5,"Tecolote Research
",CA,1,95,0,0,0,0,1
Data Scientist,$46K-$77K (Glassdoor est.),"Data Scientist
Location: Linthicum, MD

We are looking for a data scientist to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, AWS, SQL.",4.0,"Gallup
4.0","Linthicum, MD","Linthicum, MD",10000+ employees,1854,Other Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,46,77,61.5,"Gallup
",MD,1,166,0,0,1,1,0
Director of Data Science,$149K-$217K (Glassdoor est.),"Director of Data Science
Location: San Francisco, CA

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Spark, AWS, Excel, SQL.",3.5,"Liberty Mutual
3.5","San Francisco, CA","Tampa, FL",501 to 1000 employees,-1,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,0,0,149,217,183.0,"Liberty Mutual
",CA,0,-1,0,0,1,1,1
Machine Learning Engineer,$88K-$145K (Glassdoor est.),"Machine Learning Engineer
Location: Cambridge, MA

We are looking for a machine learning engineer to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, Excel, SQL.",3.1,"Rochester Regional Health
3.1","Cambridge, MA","Boston, MA",1001 to 5000 employees,1912,Nonprofit Organization,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1,0,0,88,145,116.5,"Rochester Regional Health
",MA,1,108,1,0,0,0,1
Director of Data Science,$138K-$213K (Glassdoor est.),"Director of Data Science
Location: Goleta, CA

We are looking for a director of data science to join our analytics team. Responsibilities include building models, cleaning data and communicating insights. Required skills: Python, AWS, Excel, SQL.",-1.0,Lockheed Martin,"Goleta, CA","Linthicum, MD",201 to 500 employees,2008,Subsidiary or Business Segment,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Tecolote Research, Rochester Regional Health",0,0,138,213,175.5,Lockheed Martin,CA,0,12,1,0,0,1,1
