InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
542948,21777,RECIPE BOX WITH METAL HEART,48,1/29/2011 9:07,7.95,16532.0,United Kingdom
542948,22310,IVORY KNITTED MUG COSY,24,1/29/2011 9:07,1.65,16532.0,United Kingdom
542948,22748,POPPY'S PLAYHOUSE KITCHEN,2,1/29/2011 9:07,2.1,16532.0,United Kingdom
542948,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,1/29/2011 9:07,3.39,16532.0,United Kingdom
542948,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,1/29/2011 9:07,3.39,16532.0,United Kingdom
542948,23084,RABBIT NIGHT LIGHT,4,1/29/2011 9:07,2.08,16532.0,United Kingdom
542948,21212,PACK OF 72 RETROSPOT CAKE CASES,2,1/29/2011 9:07,0.55,16532.0,United Kingdom
542948,48187,DOORMAT NEW ENGLAND,4,1/29/2011 9:07,7.95,16532.0,United Kingdom
543008,22613,PACK OF 20 SPACEBOY NAPKINS,3,1/29/2011 13:34,0.85,,United Kingdom
543008,22197,SMALL POPCORN HOLDER,6,1/29/2011 13:34,0.85,,United Kingdom
543008,21754,HOME BUILDING BLOCK WORD,4,1/29/2011 13:34,5.95,,United Kingdom
543008,22745,POPPY'S PLAYHOUSE BEDROOM,24,1/29/2011 13:34,2.1,,United Kingdom
543008,22752,SET 7 BABUSHKA NESTING BOXES,12,1/29/2011 13:34,7.65,,United Kingdom
543008,22197,SMALL POPCORN HOLDER,4,1/29/2011 13:34,0.85,,United Kingdom
543008,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,1/29/2011 13:34,2.55,,United Kingdom
543008,71053,WHITE METAL LANTERN,3,1/29/2011 13:34,3.39,,United Kingdom
543008,21754,HOME BUILDING BLOCK WORD,24,1/29/2011 13:34,5.95,,United Kingdom
543008,84406B,CREAM CUPID HEARTS COAT HANGER,24,1/29/2011 13:34,2.75,,United Kingdom
543008,22752,SET 7 BABUSHKA NESTING BOXES,8,1/29/2011 13:34,7.65,,United Kingdom
543008,22310,IVORY KNITTED MUG COSY,4,1/29/2011 13:34,1.65,,United Kingdom
543087,22423,REGENCY CAKESTAND 3 TIER,4,1/30/2011 10:35,12.75,,United Kingdom
543087,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,24,1/30/2011 10:35,4.25,,United Kingdom
543087,22423,REGENCY CAKESTAND 3 TIER,6,1/30/2011 10:35,12.75,,United Kingdom
543087,22745,POPPY'S PLAYHOUSE BEDROOM,3,1/30/2011 10:35,2.1,,United Kingdom
543087,22310,IVORY KNITTED MUG COSY,48,1/30/2011 10:35,1.65,,United Kingdom
543087,22633,HAND WARMER UNION JACK,2,1/30/2011 10:35,1.85,,United Kingdom
543087,23084,RABBIT NIGHT LIGHT,2,1/30/2011 10:35,2.08,,United Kingdom
543087,22913,RED COAT RACK PARIS FASHION,3,1/30/2011 10:35,4.95,,United Kingdom
543149,21777,RECIPE BOX WITH METAL HEART,24,1/30/2011 15:55,7.95,12972.0,United Kingdom
543149,21755,LOVE BUILDING BLOCK WORD,3,1/30/2011 15:55,5.95,12972.0,United Kingdom
543149,22613,PACK OF 20 SPACEBOY NAPKINS,48,1/30/2011 15:55,0.85,12972.0,United Kingdom
543149,21755,LOVE BUILDING BLOCK WORD,4,1/30/2011 15:55,5.95,12972.0,United Kingdom
543149,22197,SMALL POPCORN HOLDER,24,1/30/2011 15:55,0.85,12972.0,United Kingdom
543149,22633,HAND WARMER UNION JACK,4,1/30/2011 15:55,1.85,12972.0,United Kingdom
543149,84406B,CREAM CUPID HEARTS COAT HANGER,6,1/30/2011 15:55,2.75,12972.0,United Kingdom
543149,47566,PARTY BUNTING,2,1/30/2011 15:55,4.95,12972.0,United Kingdom
543149,21777,RECIPE BOX WITH METAL HEART,3,1/30/2011 15:55,7.95,12972.0,United Kingdom
543149,22310,IVORY KNITTED MUG COSY,24,1/30/2011 15:55,1.65,12972.0,United Kingdom
543149,22613,PACK OF 20 SPACEBOY NAPKINS,2,1/30/2011 15:55,0.85,12972.0,United Kingdom
543149,22745,POPPY'S PLAYHOUSE BEDROOM,6,1/30/2011 15:55,2.1,12972.0,United Kingdom
543149,84879,ASSORTED COLOUR BIRD ORNAMENT,1,1/30/2011 15:55,1.69,12972.0,United Kingdom
543149,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,1/30/2011 15:55,4.25,12972.0,United Kingdom
543149,21212,PACK OF 72 RETROSPOT CAKE CASES,12,1/30/2011 15:55,0.55,12972.0,United Kingdom
543149,47566,PARTY BUNTING,8,1/30/2011 15:55,4.95,12972.0,United Kingdom
543149,23084,RABBIT NIGHT LIGHT,6,1/30/2011 15:55,2.08,12972.0,United Kingdom
543149,21212,PACK OF 72 RETROSPOT CAKE CASES,3,1/30/2011 15:55,0.55,12972.0,United Kingdom
543149,84406B,CREAM CUPID HEARTS COAT HANGER,48,1/30/2011 15:55,2.75,12972.0,United Kingdom
543149,22423,REGENCY CAKESTAND 3 TIER,12,1/30/2011 15:55,12.75,12972.0,United Kingdom
543200,22633,HAND WARMER UNION JACK,24,1/31/2011 8:45,1.85,13892.0,United Kingdom
543200,21755,LOVE BUILDING BLOCK WORD,48,1/31/2011 8:45,5.95,13892.0,United Kingdom
543200,47566,PARTY BUNTING,12,1/31/2011 8:45,4.95,13892.0,United Kingdom
543200,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,1/31/2011 8:45,4.95,13892.0,United Kingdom
543200,84406B,CREAM CUPID HEARTS COAT HANGER,1,1/31/2011 8:45,2.75,13892.0,United Kingdom
543200,20725,LUNCH BAG RED RETROSPOT,2,1/31/2011 8:45,1.65,13892.0,United Kingdom
543200,22752,SET 7 BABUSHKA NESTING BOXES,2,1/31/2011 8:45,7.65,13892.0,United Kingdom
543200,22197,SMALL POPCORN HOLDER,4,1/31/2011 8:45,0.85,13892.0,United Kingdom
543200,84879,ASSORTED COLOUR BIRD ORNAMENT,48,1/31/2011 8:45,1.69,13892.0,United Kingdom
543200,22745,POPPY'S PLAYHOUSE BEDROOM,3,1/31/2011 8:45,2.1,13892.0,United Kingdom
543200,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,1/31/2011 8:45,4.95,13892.0,United Kingdom
543200,22913,RED COAT RACK PARIS FASHION,48,1/31/2011 8:45,4.95,13892.0,United Kingdom
543200,21777,RECIPE BOX WITH METAL HEART,3,1/31/2011 8:45,7.95,13892.0,United Kingdom
543200,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,1/31/2011 8:45,3.39,13892.0,United Kingdom
543200,21754,HOME BUILDING BLOCK WORD,4,1/31/2011 8:45,5.95,13892.0,United Kingdom
543248,22632,HAND WARMER RED POLKA DOT,24,1/31/2011 16:38,1.85,15256.0,United Kingdom
543248,23084,RABBIT NIGHT LIGHT,8,1/31/2011 16:38,2.08,15256.0,United Kingdom
543248,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,1/31/2011 16:38,4.95,15256.0,United Kingdom
543248,85099B,JUMBO BAG RED RETROSPOT,8,1/31/2011 16:38,1.95,15256.0,United Kingdom
543248,22745,POPPY'S PLAYHOUSE BEDROOM,2,1/31/2011 16:38,2.1,15256.0,United Kingdom
543248,20725,LUNCH BAG RED RETROSPOT,2,1/31/2011 16:38,1.65,15256.0,United Kingdom
543248,20725,LUNCH BAG RED RETROSPOT,1,1/31/2011 16:38,1.65,15256.0,United Kingdom
543248,71053,WHITE METAL LANTERN,1,1/31/2011 16:38,3.39,15256.0,United Kingdom
543248,22423,REGENCY CAKESTAND 3 TIER,24,1/31/2011 16:38,12.75,15256.0,United Kingdom
543248,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,1/31/2011 16:38,2.55,15256.0,United Kingdom
543248,48187,DOORMAT NEW ENGLAND,12,1/31/2011 16:38,7.95,15256.0,United Kingdom
543248,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,1/31/2011 16:38,4.95,15256.0,United Kingdom
543248,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,1/31/2011 16:38,3.39,15256.0,United Kingdom
543248,20725,LUNCH BAG RED RETROSPOT,2,1/31/2011 16:38,1.65,15256.0,United Kingdom
543248,22720,SET OF 3 CAKE TINS PANTRY DESIGN,48,1/31/2011 16:38,4.95,15256.0,United Kingdom
543248,22745,POPPY'S PLAYHOUSE BEDROOM,6,1/31/2011 16:38,2.1,15256.0,United Kingdom
543248,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,1/31/2011 16:38,4.25,15256.0,United Kingdom
543248,22748,POPPY'S PLAYHOUSE KITCHEN,48,1/31/2011 16:38,2.1,15256.0,United Kingdom
543248,22633,HAND WARMER UNION JACK,3,1/31/2011 16:38,1.85,15256.0,United Kingdom
543248,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,1/31/2011 16:38,4.95,15256.0,United Kingdom
543248,22632,HAND WARMER RED POLKA DOT,3,1/31/2011 16:38,1.85,15256.0,United Kingdom
543327,21730,GLASS STAR FROSTED T-LIGHT HOLDER,48,2/1/2011 10:48,4.25,14038.0,United Kingdom
543327,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2/1/2011 10:48,4.95,14038.0,United Kingdom
543327,22613,PACK OF 20 SPACEBOY NAPKINS,2,2/1/2011 10:48,0.85,14038.0,United Kingdom
543327,22423,REGENCY CAKESTAND 3 TIER,8,2/1/2011 10:48,12.75,14038.0,United Kingdom
543327,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2/1/2011 10:48,4.95,14038.0,United Kingdom
543327,21755,LOVE BUILDING BLOCK WORD,4,2/1/2011 10:48,5.95,14038.0,United Kingdom
543327,85099B,JUMBO BAG RED RETROSPOT,2,2/1/2011 10:48,1.95,14038.0,United Kingdom
543327,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2/1/2011 10:48,0.55,14038.0,United Kingdom
543327,22960,JAM MAKING SET WITH JARS,48,2/1/2011 10:48,4.25,14038.0,United Kingdom
543327,22748,POPPY'S PLAYHOUSE KITCHEN,12,2/1/2011 10:48,2.1,14038.0,United Kingdom
543327,85099B,JUMBO BAG RED RETROSPOT,1,2/1/2011 10:48,1.95,14038.0,United Kingdom
543327,47566,PARTY BUNTING,8,2/1/2011 10:48,4.95,14038.0,United Kingdom
543327,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2/1/2011 10:48,0.55,14038.0,United Kingdom
543327,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2/1/2011 10:48,4.95,14038.0,United Kingdom
543327,22310,IVORY KNITTED MUG COSY,12,2/1/2011 10:48,1.65,14038.0,United Kingdom
543327,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2/1/2011 10:48,3.39,14038.0,United Kingdom
543327,22423,REGENCY CAKESTAND 3 TIER,24,2/1/2011 10:48,12.75,14038.0,United Kingdom
543327,22752,SET 7 BABUSHKA NESTING BOXES,48,2/1/2011 10:48,7.65,14038.0,United Kingdom
543327,22633,HAND WARMER UNION JACK,2,2/1/2011 10:48,1.85,14038.0,United Kingdom
543387,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2/1/2011 18:20,4.95,14209.0,United Kingdom
543387,22745,POPPY'S PLAYHOUSE BEDROOM,48,2/1/2011 18:20,2.1,14209.0,United Kingdom
543387,21754,HOME BUILDING BLOCK WORD,48,2/1/2011 18:20,5.95,14209.0,United Kingdom
543387,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2/1/2011 18:20,0.55,14209.0,United Kingdom
543387,20725,LUNCH BAG RED RETROSPOT,4,2/1/2011 18:20,1.65,14209.0,United Kingdom
543387,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2/1/2011 18:20,1.69,14209.0,United Kingdom
543387,22960,JAM MAKING SET WITH JARS,4,2/1/2011 18:20,4.25,14209.0,United Kingdom
543387,23084,RABBIT NIGHT LIGHT,6,2/1/2011 18:20,2.08,14209.0,United Kingdom
543387,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,8,2/1/2011 18:20,4.25,14209.0,United Kingdom
543387,22423,REGENCY CAKESTAND 3 TIER,8,2/1/2011 18:20,12.75,14209.0,United Kingdom
543387,85099B,JUMBO BAG RED RETROSPOT,3,2/1/2011 18:20,1.95,14209.0,United Kingdom
543387,22745,POPPY'S PLAYHOUSE BEDROOM,4,2/1/2011 18:20,2.1,14209.0,United Kingdom
543387,20725,LUNCH BAG RED RETROSPOT,12,2/1/2011 18:20,1.65,14209.0,United Kingdom
543387,22310,IVORY KNITTED MUG COSY,1,2/1/2011 18:20,1.65,14209.0,United Kingdom
543387,22423,REGENCY CAKESTAND 3 TIER,8,2/1/2011 18:20,12.75,14209.0,United Kingdom
543387,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2/1/2011 18:20,3.39,14209.0,United Kingdom
543387,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2/1/2011 18:20,0.55,14209.0,United Kingdom
543387,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,24,2/1/2011 18:20,4.25,14209.0,United Kingdom
543387,71053,WHITE METAL LANTERN,3,2/1/2011 18:20,3.39,14209.0,United Kingdom
543387,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2/1/2011 18:20,1.69,14209.0,United Kingdom
543441,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2/2/2011 8:05,3.39,17652.0,Australia
543441,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2/2/2011 8:05,3.39,17652.0,Australia
543441,22745,POPPY'S PLAYHOUSE BEDROOM,3,2/2/2011 8:05,2.1,17652.0,Australia
543441,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2/2/2011 8:05,3.39,17652.0,Australia
543441,22423,REGENCY CAKESTAND 3 TIER,3,2/2/2011 8:05,12.75,17652.0,Australia
543441,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2/2/2011 8:05,4.95,17652.0,Australia
543441,21754,HOME BUILDING BLOCK WORD,12,2/2/2011 8:05,5.95,17652.0,Australia
543441,22960,JAM MAKING SET WITH JARS,4,2/2/2011 8:05,4.25,17652.0,Australia
543441,84406B,CREAM CUPID HEARTS COAT HANGER,48,2/2/2011 8:05,2.75,17652.0,Australia
543441,22632,HAND WARMER RED POLKA DOT,4,2/2/2011 8:05,1.85,17652.0,Australia
543441,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,2/2/2011 8:05,4.95,17652.0,Australia
543441,22752,SET 7 BABUSHKA NESTING BOXES,8,2/2/2011 8:05,7.65,17652.0,Australia
543441,22913,RED COAT RACK PARIS FASHION,12,2/2/2011 8:05,4.95,17652.0,Australia
543441,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2/2/2011 8:05,0.55,17652.0,Australia
543441,22632,HAND WARMER RED POLKA DOT,6,2/2/2011 8:05,1.85,17652.0,Australia
543441,84406B,CREAM CUPID HEARTS COAT HANGER,12,2/2/2011 8:05,2.75,17652.0,Australia
543441,22752,SET 7 BABUSHKA NESTING BOXES,6,2/2/2011 8:05,7.65,17652.0,Australia
543441,22197,SMALL POPCORN HOLDER,24,2/2/2011 8:05,0.85,17652.0,Australia
543441,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2/2/2011 8:05,4.25,17652.0,Australia
543441,22310,IVORY KNITTED MUG COSY,48,2/2/2011 8:05,1.65,17652.0,Australia
543441,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2/2/2011 8:05,1.69,17652.0,Australia
543441,22423,REGENCY CAKESTAND 3 TIER,4,2/2/2011 8:05,12.75,17652.0,Australia
543441,22960,JAM MAKING SET WITH JARS,12,2/2/2011 8:05,4.25,17652.0,Australia
543441,22913,RED COAT RACK PARIS FASHION,2,2/2/2011 8:05,4.95,17652.0,Australia
543483,22197,SMALL POPCORN HOLDER,6,2/2/2011 13:48,0.85,16891.0,United Kingdom
543483,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2/2/2011 13:48,4.95,16891.0,United Kingdom
543483,84406B,CREAM CUPID HEARTS COAT HANGER,1,2/2/2011 13:48,2.75,16891.0,United Kingdom
543483,71053,WHITE METAL LANTERN,48,2/2/2011 13:48,3.39,16891.0,United Kingdom
543483,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,24,2/2/2011 13:48,4.25,16891.0,United Kingdom
543483,22960,JAM MAKING SET WITH JARS,48,2/2/2011 13:48,4.25,16891.0,United Kingdom
543483,47566,PARTY BUNTING,12,2/2/2011 13:48,4.95,16891.0,United Kingdom
543483,22310,IVORY KNITTED MUG COSY,48,2/2/2011 13:48,1.65,16891.0,United Kingdom
543483,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2/2/2011 13:48,3.39,16891.0,United Kingdom
543483,20725,LUNCH BAG RED RETROSPOT,2,2/2/2011 13:48,1.65,16891.0,United Kingdom
543483,21754,HOME BUILDING BLOCK WORD,1,2/2/2011 13:48,5.95,16891.0,United Kingdom
543483,22197,SMALL POPCORN HOLDER,3,2/2/2011 13:48,0.85,16891.0,United Kingdom
543483,23084,RABBIT NIGHT LIGHT,1,2/2/2011 13:48,2.08,16891.0,United Kingdom
543483,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2/2/2011 13:48,4.25,16891.0,United Kingdom
543483,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2/2/2011 13:48,3.39,16891.0,United Kingdom
543483,22197,SMALL POPCORN HOLDER,12,2/2/2011 13:48,0.85,16891.0,United Kingdom
543483,22752,SET 7 BABUSHKA NESTING BOXES,12,2/2/2011 13:48,7.65,16891.0,United Kingdom
543483,84029E,RED WOOLLY HOTTIE WHITE HEART.,48,2/2/2011 13:48,3.39,16891.0,United Kingdom
543483,22745,POPPY'S PLAYHOUSE BEDROOM,3,2/2/2011 13:48,2.1,16891.0,United Kingdom
543483,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2/2/2011 13:48,4.25,16891.0,United Kingdom
543483,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2/2/2011 13:48,4.25,16891.0,United Kingdom
543483,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2/2/2011 13:48,4.95,16891.0,United Kingdom
543529,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2/2/2011 19:37,2.55,14157.0,United Kingdom
543529,22613,PACK OF 20 SPACEBOY NAPKINS,4,2/2/2011 19:37,0.85,14157.0,United Kingdom
543529,85099B,JUMBO BAG RED RETROSPOT,2,2/2/2011 19:37,1.95,14157.0,United Kingdom
543529,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2/2/2011 19:37,0.55,14157.0,United Kingdom
543529,22752,SET 7 BABUSHKA NESTING BOXES,12,2/2/2011 19:37,7.65,14157.0,United Kingdom
543529,85099B,JUMBO BAG RED RETROSPOT,3,2/2/2011 19:37,1.95,14157.0,United Kingdom
543529,21755,LOVE BUILDING BLOCK WORD,1,2/2/2011 19:37,5.95,14157.0,United Kingdom
543529,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,48,2/2/2011 19:37,4.25,14157.0,United Kingdom
543529,22913,RED COAT RACK PARIS FASHION,12,2/2/2011 19:37,4.95,14157.0,United Kingdom
543529,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2/2/2011 19:37,4.95,14157.0,United Kingdom
543529,47566,PARTY BUNTING,24,2/2/2011 19:37,4.95,14157.0,United Kingdom
543599,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2/3/2011 10:46,0.55,15973.0,Switzerland
543599,22633,HAND WARMER UNION JACK,48,2/3/2011 10:46,1.85,15973.0,Switzerland
543599,84406B,CREAM CUPID HEARTS COAT HANGER,48,2/3/2011 10:46,2.75,15973.0,Switzerland
543599,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2/3/2011 10:46,4.25,15973.0,Switzerland
543599,84406B,CREAM CUPID HEARTS COAT HANGER,1,2/3/2011 10:46,2.75,15973.0,Switzerland
543599,71053,WHITE METAL LANTERN,8,2/3/2011 10:46,3.39,15973.0,Switzerland
543599,71053,WHITE METAL LANTERN,12,2/3/2011 10:46,3.39,15973.0,Switzerland
543599,71053,WHITE METAL LANTERN,24,2/3/2011 10:46,3.39,15973.0,Switzerland
543599,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2/3/2011 10:46,0.55,15973.0,Switzerland
543599,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2/3/2011 10:46,4.95,15973.0,Switzerland
543599,20725,LUNCH BAG RED RETROSPOT,48,2/3/2011 10:46,1.65,15973.0,Switzerland
543599,22913,RED COAT RACK PARIS FASHION,4,2/3/2011 10:46,4.95,15973.0,Switzerland
543599,71053,WHITE METAL LANTERN,1,2/3/2011 10:46,3.39,15973.0,Switzerland
543599,22197,SMALL POPCORN HOLDER,4,2/3/2011 10:46,0.85,15973.0,Switzerland
543663,21730,GLASS STAR FROSTED T-LIGHT HOLDER,48,2/4/2011 11:29,4.25,15810.0,United Kingdom
543663,48187,DOORMAT NEW ENGLAND,1,2/4/2011 11:29,7.95,15810.0,United Kingdom
543663,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2/4/2011 11:29,3.39,15810.0,United Kingdom
543663,22197,SMALL POPCORN HOLDER,4,2/4/2011 11:29,0.85,15810.0,United Kingdom
543663,22748,POPPY'S PLAYHOUSE KITCHEN,8,2/4/2011 11:29,2.1,15810.0,United Kingdom
543663,20725,LUNCH BAG RED RETROSPOT,2,2/4/2011 11:29,1.65,15810.0,United Kingdom
543663,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2/4/2011 11:29,3.39,15810.0,United Kingdom
543663,22745,POPPY'S PLAYHOUSE BEDROOM,24,2/4/2011 11:29,2.1,15810.0,United Kingdom
543663,22310,IVORY KNITTED MUG COSY,2,2/4/2011 11:29,1.65,15810.0,United Kingdom
543663,22748,POPPY'S PLAYHOUSE KITCHEN,12,2/4/2011 11:29,2.1,15810.0,United Kingdom
543663,21777,RECIPE BOX WITH METAL HEART,4,2/4/2011 11:29,7.95,15810.0,United Kingdom
543663,85099B,JUMBO BAG RED RETROSPOT,48,2/4/2011 11:29,1.95,15810.0,United Kingdom
543663,22613,PACK OF 20 SPACEBOY NAPKINS,4,2/4/2011 11:29,0.85,15810.0,United Kingdom
543715,22197,SMALL POPCORN HOLDER,48,2/4/2011 14:53,0.85,16887.0,United Kingdom
543715,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2/4/2011 14:53,4.25,16887.0,United Kingdom
543715,48187,DOORMAT NEW ENGLAND,48,2/4/2011 14:53,7.95,16887.0,United Kingdom
543715,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2/4/2011 14:53,1.69,16887.0,United Kingdom
543715,47566,PARTY BUNTING,2,2/4/2011 14:53,4.95,16887.0,United Kingdom
543715,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,48,2/4/2011 14:53,4.25,16887.0,United Kingdom
543715,71053,WHITE METAL LANTERN,8,2/4/2011 14:53,3.39,16887.0,United Kingdom
543715,22745,POPPY'S PLAYHOUSE BEDROOM,8,2/4/2011 14:53,2.1,16887.0,United Kingdom
543715,22632,HAND WARMER RED POLKA DOT,1,2/4/2011 14:53,1.85,16887.0,United Kingdom
543715,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2/4/2011 14:53,3.39,16887.0,United Kingdom
543763,20725,LUNCH BAG RED RETROSPOT,1,2/5/2011 10:23,1.65,,United Kingdom
543763,21754,HOME BUILDING BLOCK WORD,12,2/5/2011 10:23,5.95,,United Kingdom
543763,22745,POPPY'S PLAYHOUSE BEDROOM,8,2/5/2011 10:23,2.1,,United Kingdom
543763,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2/5/2011 10:23,4.95,,United Kingdom
543763,22752,SET 7 BABUSHKA NESTING BOXES,2,2/5/2011 10:23,7.65,,United Kingdom
543763,22960,JAM MAKING SET WITH JARS,4,2/5/2011 10:23,4.25,,United Kingdom
543812,21754,HOME BUILDING BLOCK WORD,1,2/6/2011 8:22,5.95,13135.0,United Kingdom
543812,21754,HOME BUILDING BLOCK WORD,1,2/6/2011 8:22,5.95,13135.0,United Kingdom
543812,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2/6/2011 8:22,4.25,13135.0,United Kingdom
543812,21755,LOVE BUILDING BLOCK WORD,6,2/6/2011 8:22,5.95,13135.0,United Kingdom
543812,23084,RABBIT NIGHT LIGHT,48,2/6/2011 8:22,2.08,13135.0,United Kingdom
543881,23084,RABBIT NIGHT LIGHT,2,2/6/2011 19:23,2.08,17989.0,United Kingdom
543881,22613,PACK OF 20 SPACEBOY NAPKINS,6,2/6/2011 19:23,0.85,17989.0,United Kingdom
543881,22752,SET 7 BABUSHKA NESTING BOXES,8,2/6/2011 19:23,7.65,17989.0,United Kingdom
543881,23084,RABBIT NIGHT LIGHT,2,2/6/2011 19:23,2.08,17989.0,United Kingdom
543881,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2/6/2011 19:23,2.55,17989.0,United Kingdom
543881,21755,LOVE BUILDING BLOCK WORD,2,2/6/2011 19:23,5.95,17989.0,United Kingdom
543939,47566,PARTY BUNTING,8,2/7/2011 8:09,4.95,17459.0,United Kingdom
543939,22633,HAND WARMER UNION JACK,3,2/7/2011 8:09,1.85,17459.0,United Kingdom
543939,22633,HAND WARMER UNION JACK,1,2/7/2011 8:09,1.85,17459.0,United Kingdom
543939,21755,LOVE BUILDING BLOCK WORD,8,2/7/2011 8:09,5.95,17459.0,United Kingdom
543939,22197,SMALL POPCORN HOLDER,4,2/7/2011 8:09,0.85,17459.0,United Kingdom
543939,22720,SET OF 3 CAKE TINS PANTRY DESIGN,24,2/7/2011 8:09,4.95,17459.0,United Kingdom
543939,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2/7/2011 8:09,3.39,17459.0,United Kingdom
543939,22613,PACK OF 20 SPACEBOY NAPKINS,3,2/7/2011 8:09,0.85,17459.0,United Kingdom
543939,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2/7/2011 8:09,4.25,17459.0,United Kingdom
543939,71053,WHITE METAL LANTERN,6,2/7/2011 8:09,3.39,17459.0,United Kingdom
543939,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2/7/2011 8:09,2.55,17459.0,United Kingdom
543939,22613,PACK OF 20 SPACEBOY NAPKINS,2,2/7/2011 8:09,0.85,17459.0,United Kingdom
543939,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2/7/2011 8:09,1.69,17459.0,United Kingdom
543939,21777,RECIPE BOX WITH METAL HEART,2,2/7/2011 8:09,7.95,17459.0,United Kingdom
543939,22423,REGENCY CAKESTAND 3 TIER,3,2/7/2011 8:09,12.75,17459.0,United Kingdom
543939,22720,SET OF 3 CAKE TINS PANTRY DESIGN,24,2/7/2011 8:09,4.95,17459.0,United Kingdom
543939,22632,HAND WARMER RED POLKA DOT,3,2/7/2011 8:09,1.85,17459.0,United Kingdom
543939,22310,IVORY KNITTED MUG COSY,4,2/7/2011 8:09,1.65,17459.0,United Kingdom
543939,71053,WHITE METAL LANTERN,8,2/7/2011 8:09,3.39,17459.0,United Kingdom
543939,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,2/7/2011 8:09,4.95,17459.0,United Kingdom
543939,85099B,JUMBO BAG RED RETROSPOT,6,2/7/2011 8:09,1.95,17459.0,United Kingdom
543939,22310,IVORY KNITTED MUG COSY,24,2/7/2011 8:09,1.65,17459.0,United Kingdom
543939,47566,PARTY BUNTING,4,2/7/2011 8:09,4.95,17459.0,United Kingdom
543989,71053,WHITE METAL LANTERN,12,2/7/2011 19:07,3.39,16588.0,United Kingdom
